,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
2140,0,1,0,1,2,3,Irish Republican Army (IRA),6,United Kingdom,1
2141,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),6,Spain,1
2142,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2146,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2147,0,0,0,0,4,1,Irish Republican Army (IRA),6,United Kingdom,0
2162,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2167,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2172,0,0,0,0,4,1,Irish Republican Army (IRA),6,United Kingdom,0
2173,0,0,0,0,4,1,Irish Republican Army (IRA),6,United Kingdom,0
2186,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2192,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2193,0,1,0,0,15,1,Irish Republican Army (IRA),6,United Kingdom,0
2194,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2197,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2198,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2205,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom,1
2206,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2208,0,1,0,0,2,1,Irish Republican Army (IRA),6,United Kingdom,0
2218,0,1,0,1,1,2,Irish Republican Army (IRA),5,United Kingdom,1
2220,0,1,0,0,2,1,Irish Republican Army (IRA),6,United Kingdom,0
2221,0,1,0,0,10,1,Irish Republican Army (IRA),6,United Kingdom,0
2224,0,1,0,1,10,3,Irish Republican Army (IRA),6,United Kingdom,1
2225,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2237,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2240,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2248,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
2256,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2257,0,0,0,0,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2270,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2272,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2279,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2283,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2287,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2288,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom,1
2289,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2290,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2292,0,1,0,0,3,1,Irish Republican Army (IRA),6,United Kingdom,1
2296,0,1,0,1,6,3,Corsican National Liberation Front (FLNC),6,France,1
2300,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2306,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2307,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2309,0,0,0,1,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2312,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2317,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2324,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2325,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2327,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2328,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2335,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2338,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2343,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom,1
2344,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2345,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2349,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2362,0,0,0,1,4,3,Irish Republican Army (IRA),5,United Kingdom,1
2374,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2375,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom,0
2384,0,1,0,1,6,3,Irish Republican Army (IRA),6,United Kingdom,1
2397,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2407,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
2408,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom,1
2413,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2419,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2442,0,1,0,1,2,3,Irish Republican Army (IRA),6,United Kingdom,1
2444,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
2453,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2458,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2459,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom,1
2461,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2463,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2467,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
2474,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2475,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2478,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2479,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2481,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2482,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2485,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2494,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2498,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom,1
2511,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2517,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2518,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2519,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2522,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2524,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
2529,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2534,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2538,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2555,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2556,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2558,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2562,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2576,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2581,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2582,0,1,0,0,3,2,Irish Republican Army (IRA),5,United Kingdom,1
2586,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
2591,0,1,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2592,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2605,0,1,0,0,14,6,Irish Republican Army (IRA),5,United Kingdom,1
2606,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2617,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2618,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2625,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2633,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2638,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2639,0,1,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2651,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2657,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom,0
2659,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2663,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2669,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
2672,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2673,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2677,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2681,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
2690,0,1,0,1,14,2,Palestinians,5,Israel,1
2691,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
2697,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2701,0,1,0,1,14,2,Palestinians,5,Israel,1
2709,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2714,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom,1
2715,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom,1
2716,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom,1
2718,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom,1
2720,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2721,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2722,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2726,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom,1
2728,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2730,0,1,0,1,2,1,Irish Republican Army (IRA),6,United Kingdom,1
2748,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2750,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2763,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
2766,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom,1
2769,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
2770,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
2776,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2793,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
2808,0,1,0,0,1,1,Irish Republican Army (IRA),5,United Kingdom,1
2812,0,1,0,1,3,2,National Liberation Army of Colombia (ELN),5,Colombia,1
2837,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
2839,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
2847,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain,1
2852,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
2875,0,0,0,1,4,2,National Liberation Army of Colombia (ELN),5,Colombia,1
2900,0,1,0,1,10,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2904,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2905,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2910,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
2913,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
2916,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2917,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2918,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2920,0,1,0,1,14,7,Basque Fatherland and Freedom (ETA),8,Spain,1
2941,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia,1
2990,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain,1
2996,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3002,0,0,0,0,4,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3004,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3011,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
3015,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3020,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
3022,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3061,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom,1
3065,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3070,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3071,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain,1
3074,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3076,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3088,0,1,0,1,3,2,Basque Fatherland and Freedom (ETA),5,Spain,1
3098,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3112,0,1,0,0,19,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3114,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
3117,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3124,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3141,0,1,0,0,2,1,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka,1
3145,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3147,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom,1
3151,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3152,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3155,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3163,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3164,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3171,0,1,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom,1
3172,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom,1
3176,0,1,0,1,8,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3177,0,1,0,1,1,3,Irish Republican Army (IRA),5,United Kingdom,1
3178,0,1,0,0,3,6,Irish Republican Army (IRA),5,United Kingdom,1
3183,0,1,0,0,1,1,Irish Republican Army (IRA),5,United Kingdom,1
3184,0,1,0,0,14,6,Irish Republican Army (IRA),5,United Kingdom,1
3197,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia,1
3212,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3213,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3214,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3216,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3227,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3230,0,0,0,0,4,1,National Liberation Army of Colombia (ELN),5,Colombia,1
3232,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3235,0,1,0,0,19,3,Basque Fatherland and Freedom (ETA),6,Spain,0
3236,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3253,0,1,0,1,9,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3254,1,1,0,1,7,5,Palestinians,5,Spain,1
3255,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,France,1
3264,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3266,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
3276,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3288,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3301,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3302,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3303,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain,1
3307,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3312,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
3319,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3320,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3321,0,1,0,1,6,2,Palestinians,5,Lebanon,1
3322,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3327,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3331,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3332,0,1,0,0,1,3,Irish Republican Army (IRA),6,United Kingdom,0
3348,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3353,1,1,0,0,2,6,Palestinians,13,Lebanon,1
3354,0,1,0,0,2,1,Irish Republican Army (IRA),6,United Kingdom,1
3360,1,1,0,0,7,6,Palestinians,13,Lebanon,1
3373,1,1,0,0,6,6,Palestinians,13,Lebanon,1
3374,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3375,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3377,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,0
3381,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3383,0,1,0,0,15,9,Irish Republican Army (IRA),13,United Kingdom,1
3389,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3390,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3392,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3395,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3397,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3398,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3399,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3401,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3403,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3409,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
3411,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3413,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3414,0,0,0,1,4,2,Irish Republican Army (IRA),5,United Kingdom,1
3416,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain,1
3418,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3419,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3421,0,1,0,0,10,1,Irish Republican Army (IRA),5,United Kingdom,1
3440,0,1,0,1,1,2,Irish Republican Army (IRA),5,United Kingdom,1
3442,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain,1
3459,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3470,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3493,0,0,0,0,4,2,National Liberation Army of Colombia (ELN),5,Colombia,1
3497,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3498,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3505,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain,1
3512,0,1,0,0,11,6,Basque Fatherland and Freedom (ETA),13,Spain,1
3514,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3515,1,1,0,0,1,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia,1
3517,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia,1
3523,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain,1
3524,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3525,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3527,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain,1
3532,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3534,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3555,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3558,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom,1
3571,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3574,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3579,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3583,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),5,Spain,0
3590,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3591,0,1,0,1,1,7,Irish Republican Army (IRA),8,United Kingdom,1
3593,0,1,0,0,19,3,Irish Republican Army (IRA),6,United Kingdom,0
3597,0,1,0,0,1,1,National Liberation Army of Colombia (ELN),5,Colombia,0
3599,1,1,0,0,14,6,M-19 (Movement of April 19),13,Colombia,1
3611,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
3614,0,0,0,1,4,2,New People's Army (NPA),5,Philippines,1
3621,0,0,0,0,4,2,Irish Republican Army (IRA),9,United Kingdom,1
3626,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3627,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3630,0,1,0,0,19,2,Basque Fatherland and Freedom (ETA),5,Spain,1
3631,0,1,0,0,19,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3645,0,1,0,1,6,3,Irish Republican Army (IRA),6,United Kingdom,1
3649,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3651,0,1,0,1,1,2,Irish Republican Army (IRA),5,United Kingdom,1
3652,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3655,0,1,0,0,14,1,Irish Republican Army (IRA),13,United Kingdom,1
3658,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3661,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom,0
3663,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain,1
3673,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3684,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3687,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3690,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3693,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3694,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,France,1
3695,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,France,1
3702,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3704,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3706,0,1,0,1,1,7,Irish Republican Army (IRA),8,United Kingdom,1
3709,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3727,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
3737,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3748,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3763,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3790,0,1,0,1,2,2,M-19 (Movement of April 19),5,Colombia,1
3793,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia,1
3826,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom,1
3829,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3830,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3831,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3849,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom,1
3851,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3856,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3871,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
3883,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
3884,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3889,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3898,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,0
3907,0,1,0,0,22,1,Basque Fatherland and Freedom (ETA),5,Spain,1
3930,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3931,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
3935,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3937,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,0
3939,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
3955,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3956,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3957,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,0
3960,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3968,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
3972,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
3980,0,1,0,1,14,3,Palestinians,6,France,1
3996,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
4006,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom,1
4013,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
4034,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
4037,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
4054,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
4056,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain,1
4059,0,1,0,1,4,2,Irish Republican Army (IRA),5,United Kingdom,1
4090,0,1,0,0,14,1,Irish Republican Army (IRA),6,United Kingdom,1
4091,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom,1
4100,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom,1
4114,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom,1
