,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt
2221,0,1,0,0,10,1,Irish Republican Army (IRA),6,United Kingdom
2224,0,1,0,1,10,3,Irish Republican Army (IRA),6,United Kingdom
2225,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2237,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2240,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2248,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
2256,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2257,0,0,0,0,4,3,Irish Republican Army (IRA),6,United Kingdom
2270,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2272,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2279,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2283,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2287,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2288,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom
2289,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2290,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2292,0,1,0,0,3,1,Irish Republican Army (IRA),6,United Kingdom
2296,0,1,0,1,6,3,Corsican National Liberation Front (FLNC),6,France
2300,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2306,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2307,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2309,0,0,0,1,4,1,Irish Republican Army (IRA),5,United Kingdom
2312,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2317,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2324,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2325,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2327,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2328,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2335,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2338,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2343,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom
2344,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2345,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2349,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2362,0,0,0,1,4,3,Irish Republican Army (IRA),5,United Kingdom
2374,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2375,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom
2384,0,1,0,1,6,3,Irish Republican Army (IRA),6,United Kingdom
2397,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2407,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
2408,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom
2413,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2419,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2442,0,1,0,1,2,3,Irish Republican Army (IRA),6,United Kingdom
2444,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
2453,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2458,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2459,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom
2461,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2463,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2467,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
2474,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2475,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2478,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2479,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2481,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2482,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2485,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2494,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2498,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom
2511,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2517,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2518,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2519,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2522,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2524,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
2529,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2534,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2538,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
2555,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2556,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2558,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2562,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2576,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2581,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2582,0,1,0,0,3,2,Irish Republican Army (IRA),5,United Kingdom
2586,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
2591,0,1,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2592,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2605,0,1,0,0,14,6,Irish Republican Army (IRA),5,United Kingdom
2606,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2617,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2618,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2625,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2633,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2638,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2639,0,1,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2651,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2657,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom
2659,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2663,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2669,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
2672,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2673,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2677,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2681,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
2690,0,1,0,1,14,2,Palestinians,5,Israel
2691,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
2697,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2701,0,1,0,1,14,2,Palestinians,5,Israel
2709,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2714,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom
2715,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom
2716,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom
2718,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom
2720,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2721,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2722,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2726,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom
2728,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2730,0,1,0,1,2,1,Irish Republican Army (IRA),6,United Kingdom
2748,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2750,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2763,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
2766,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom
2769,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
2770,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
2776,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2793,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
2808,0,1,0,0,1,1,Irish Republican Army (IRA),5,United Kingdom
2812,0,1,0,1,3,2,National Liberation Army of Colombia (ELN),5,Colombia
2837,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
2839,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
2847,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain
2852,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
2875,0,0,0,1,4,2,National Liberation Army of Colombia (ELN),5,Colombia
2900,0,1,0,1,10,3,Basque Fatherland and Freedom (ETA),6,Spain
2904,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain
2905,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
2910,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
2913,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
2916,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain
2917,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain
2918,0,1,0,1,15,3,Basque Fatherland and Freedom (ETA),6,Spain
2920,0,1,0,1,14,7,Basque Fatherland and Freedom (ETA),8,Spain
2941,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia
2990,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain
2996,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3002,0,0,0,0,4,1,Basque Fatherland and Freedom (ETA),5,Spain
3004,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
3011,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
3015,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3020,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
3022,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
3061,0,1,0,1,14,1,Irish Republican Army (IRA),6,United Kingdom
3065,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3070,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
3071,0,1,0,1,1,2,Basque Fatherland and Freedom (ETA),5,Spain
3074,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3076,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3088,0,1,0,1,3,2,Basque Fatherland and Freedom (ETA),5,Spain
3098,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3112,0,1,0,0,19,1,Basque Fatherland and Freedom (ETA),5,Spain
3114,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
3117,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3124,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3141,0,1,0,0,2,1,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
3145,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain
3147,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom
3151,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3152,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3155,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3163,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain
3164,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain
3171,0,1,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom
3172,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom
3176,0,1,0,1,8,3,Basque Fatherland and Freedom (ETA),6,Spain
3177,0,1,0,1,1,3,Irish Republican Army (IRA),5,United Kingdom
3178,0,1,0,0,3,6,Irish Republican Army (IRA),5,United Kingdom
3183,0,1,0,0,1,1,Irish Republican Army (IRA),5,United Kingdom
3184,0,1,0,0,14,6,Irish Republican Army (IRA),5,United Kingdom
3197,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia
3212,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3213,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3214,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3216,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3227,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3230,0,0,0,0,4,1,National Liberation Army of Colombia (ELN),5,Colombia
3232,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3235,0,1,0,0,19,3,Basque Fatherland and Freedom (ETA),6,Spain
3236,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain
3253,0,1,0,1,9,3,Basque Fatherland and Freedom (ETA),6,Spain
3254,1,1,0,1,7,5,Palestinians,5,Spain
3255,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,France
3264,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3266,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
3276,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3288,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3301,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3302,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3303,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain
3307,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
3312,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
3319,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3320,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3321,0,1,0,1,6,2,Palestinians,5,Lebanon
3322,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3327,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3331,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain
3332,0,1,0,0,1,3,Irish Republican Army (IRA),6,United Kingdom
3348,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
3353,1,1,0,0,2,6,Palestinians,13,Lebanon
3354,0,1,0,0,2,1,Irish Republican Army (IRA),6,United Kingdom
3360,1,1,0,0,7,6,Palestinians,13,Lebanon
3373,1,1,0,0,6,6,Palestinians,13,Lebanon
3374,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3375,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3377,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3381,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3383,0,1,0,0,15,9,Irish Republican Army (IRA),13,United Kingdom
3389,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3390,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3392,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3395,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3397,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3398,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3399,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3401,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3403,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3409,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
3411,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3413,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3414,0,0,0,1,4,2,Irish Republican Army (IRA),5,United Kingdom
3416,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain
3418,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3419,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3421,0,1,0,0,10,1,Irish Republican Army (IRA),5,United Kingdom
3440,0,1,0,1,1,2,Irish Republican Army (IRA),5,United Kingdom
3442,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
3459,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3470,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3493,0,0,0,0,4,2,National Liberation Army of Colombia (ELN),5,Colombia
3497,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3498,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3505,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain
3512,0,1,0,0,11,6,Basque Fatherland and Freedom (ETA),13,Spain
3514,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3515,1,1,0,0,1,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
3517,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia
3523,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain
3524,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3525,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3527,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain
3532,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3534,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3555,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3558,0,1,0,1,1,3,Irish Republican Army (IRA),6,United Kingdom
3571,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3574,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3579,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),5,Spain
3583,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),5,Spain
3590,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3591,0,1,0,1,1,7,Irish Republican Army (IRA),8,United Kingdom
3593,0,1,0,0,19,3,Irish Republican Army (IRA),6,United Kingdom
3597,0,1,0,0,1,1,National Liberation Army of Colombia (ELN),5,Colombia
3599,1,1,0,0,14,6,M-19 (Movement of April 19),13,Colombia
3611,0,1,0,1,1,7,New People's Army (NPA),8,Philippines
3614,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
3621,0,0,0,0,4,2,Irish Republican Army (IRA),9,United Kingdom
3626,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3627,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3630,0,1,0,0,19,2,Basque Fatherland and Freedom (ETA),5,Spain
3631,0,1,0,0,19,1,Basque Fatherland and Freedom (ETA),5,Spain
3645,0,1,0,1,6,3,Irish Republican Army (IRA),6,United Kingdom
3649,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3651,0,1,0,1,1,2,Irish Republican Army (IRA),5,United Kingdom
3652,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3655,0,1,0,0,14,1,Irish Republican Army (IRA),13,United Kingdom
3658,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),5,Spain
3661,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom
3663,1,1,0,0,1,6,Basque Fatherland and Freedom (ETA),13,Spain
3673,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3684,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3687,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3690,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3693,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3694,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,France
3695,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,France
3702,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3704,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3706,0,1,0,1,1,7,Irish Republican Army (IRA),8,United Kingdom
3709,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3727,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
3737,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3748,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3763,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3790,0,1,0,1,2,2,M-19 (Movement of April 19),5,Colombia
3793,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia
3826,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
3829,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3830,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3831,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3849,0,1,0,1,19,3,Irish Republican Army (IRA),6,United Kingdom
3851,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3856,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3871,0,1,0,1,14,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
3883,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
3884,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3889,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3898,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3907,0,1,0,0,22,1,Basque Fatherland and Freedom (ETA),5,Spain
3930,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3931,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
3935,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3937,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3939,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3955,0,1,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3956,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3957,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
3960,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3968,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
3972,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
3980,0,1,0,1,14,3,Palestinians,6,France
3996,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France
4006,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
4013,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
4034,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
4037,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
4054,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
4056,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
4059,0,1,0,1,4,2,Irish Republican Army (IRA),5,United Kingdom
4090,0,1,0,0,14,1,Irish Republican Army (IRA),6,United Kingdom
4091,0,1,0,0,17,1,Irish Republican Army (IRA),5,United Kingdom
4100,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
4114,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
4121,0,1,0,1,6,5,Corsican National Liberation Front (FLNC),5,France
4147,0,1,0,1,16,3,Irish Republican Army (IRA),6,United Kingdom
4153,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
4178,1,1,0,0,1,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia
4179,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,France
4181,0,1,0,1,6,7,Palestinians,8,Pakistan
4193,0,1,0,0,2,1,Basque Fatherland and Freedom (ETA),5,Spain
4207,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
4208,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
4210,0,1,0,1,1,7,Irish Republican Army (IRA),8,United Kingdom
4222,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
4228,0,1,0,1,17,3,Irish Republican Army (IRA),6,United Kingdom
4237,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4250,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4261,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4263,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4275,0,1,0,0,3,1,Irish Republican Army (IRA),5,United Kingdom
4295,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4301,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4317,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4322,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
4326,0,1,0,1,14,2,New People's Army (NPA),5,Philippines
4334,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
